""
COS 100,0
or E 115
""
ENG 101,4
0
COM 110,
COM 112,
COM 211,
COM 292,
3
ENG 331,
ENG 332,
ENG 333,
ENG 425,
""
MA 141,4
MA 241,4
MA 242,4
MA 225,3
MA 305,3
MA 341,3
""
8
CH 101& CH 102,
CH 103& CH 104,
PY 205,
or PY 201
BIO 181,
BIO 183,
4
6
ST 371& ST 372,
ST 370& ST 422,
3
CSC 111,
CSC 112,
CSC 113,
CSC 116,
MA 116,
ST 114,
""
MA 401,3
or MA 501
MA 405,3
MA 407,3
MA 425,3
6
MA 421,3
6
0
MA 491,
MA 494,
MA 499,
""
9
""
""
EC 201,3
or EC 205
EC 301,3
EC 302,3
ST 307,1
ST 308,1
""
6
3
2
3
5
""
""
""
""
5
